rating,year,title_length,rating_count,lifespan_in_movielens,genres
3.4166666666666665,1938.0,24.0,6,200861801,Comedy|Drama|Romance|Western
2.25,2005.0,15.0,2,52625660,Documentary
4.5,1970.0,16.0,1,0,(no genres listed)
2.8489223261488408,2011.0,16.0,2459,231190163,Action|Sci-Fi|Thriller|Western|IMAX
3.25,2003.0,16.0,6,28075959,Comedy|Drama
1.4545454545454546,2015.0,21.0,11,66015727,Action|Sci-Fi
3.6169354838709675,1972.0,12.0,248,449827874,Western
4.166666666666667,2012.0,18.0,3,44268346,Children|Drama
3.515873015873016,1991.0,12.0,63,525154976,Drama
3.84,2014.0,37.0,150,119962451,Adventure|Comedy|Documentary|Mystery
2.7248838040757954,2000.0,11.0,5594,572600631,Comedy|Drama|Romance
3.6,2001.0,16.0,5,15472976,Action|Comedy|Drama|Romance
3.875,2010.0,9.0,4,44612104,Drama
3.3,1981.0,4.0,15,92913365,Animation
2.0,1989.0,11.0,1,0,Action|Drama
3.0,1965.0,18.0,4,45917865,Sci-Fi
2.7,1946.0,8.0,5,79426547,Crime|Film-Noir|Mystery
3.3958333333333335,2001.7777777777778,11.0,72,292022207,Comedy
2.625,1984.0,8.0,4,80980617,Action|Comedy|Crime|Thriller
3.5444444444444443,2009.0,6.0,180,237823195,Drama|Romance|Thriller
2.8224852071005917,2003.0,18.0,676,491810867,Action|Crime|Drama|Thriller
3.311522633744856,1999.0,16.0,1215,592617635,Drama
2.357142857142857,2001.0,14.0,14,239846903,Crime|Drama|Horror|Mystery|Thriller
3.077635662559955,1996.0,10.0,10633,706998174,Drama|Fantasy|Horror|Thriller
3.5,2009.0,39.0,19,108704611,Comedy
3.375,2011.0,42.0,16,116615389,Comedy
3.375,2013.0,32.0,24,159042462,Comedy|Documentary
3.1666666666666665,2015.0,33.0,3,31613729,Comedy
3.21875,2017.0,28.0,16,19732637,Comedy
3.2,1936.0,12.0,5,220952725,Drama
2.988095238095238,2012.0,14.0,42,164412409,Adventure|Documentary
2.5,1970.0,12.0,1,0,Crime|Mystery|Thriller
3.25,1999.0,24.0,6,168513605,Comedy|Drama
3.925675675675676,1957.0,40.0,296,517736256,Drama|Romance|War
4.0285714285714285,2007.0,8.0,35,135551417,Drama
3.408872901678657,2006.0,5.0,3753,380610542,Action|Thriller
3.0964149918522543,2009.0,19.0,1841,296872339,Action|Comedy|Crime
3.6435497335131317,2002.2980800102741,5.0,15573,678981434,Drama|Thriller
2.5,1988.0,12.0,1,0,(no genres listed)
3.111111111111111,1943.0,10.0,9,440953564,Drama|Romance|War
2.0,2006.0,13.0,1,0,Action|Crime|Thriller
2.625,2017.0,9.0,4,17597057,Comedy
3.823529411764706,2013.0,15.0,34,159930517,Documentary
2.9,1990.0,14.0,5,61631859,Sci-Fi|Thriller
2.0,1954.0,14.0,1,0,Action|Adventure|Sci-Fi
2.642857142857143,2007.0,8.0,7,205772982,Drama
3.5,2014.0,19.0,1,0,(no genres listed)
3.25,2012.0,6.0,10,85084386,Drama|Thriller
3.5,2018.0,7.0,1,0,Comedy|Drama
2.0,2011.0,5.0,1,0,Crime|Thriller
2.25,2014.0,12.0,6,78017806,Horror|Sci-Fi|Thriller
2.6,1958.0,50.0,100,520383446,Horror|Sci-Fi
1.8846153846153846,1963.0,18.0,13,279219315,Horror|Sci-Fi
2.24,2002.26,10.0,50,221748070,Horror|Mystery|Sci-Fi|Thriller
2.75,1974.0,5.0,2,9608860,Crime|Horror
3.0,1956.0,30.0,15,186590343,Drama
3.2445223488168273,2010.0,12.0,1141,270475445,Action|Drama|Horror|Sci-Fi|Thriller
3.261111111111111,1973.0,39.0,180,482219409,Action|Drama|Horror|Sci-Fi|Thriller
3.375,2004.375,5.0,8,80174159,Drama|Romance
3.3333333333333335,2015.0,19.0,3,102181688,(no genres listed)
3.0,2015.0,13.0,2,32823519,Comedy|Horror
3.75,1977.0,51.0,24,227768956,Comedy
2.107142857142857,2006.0,12.0,14,88163355,Horror
0.5,2013.0,12.0,1,0,Comedy
2.0,2012.0,10.0,2,67558341,Comedy|Drama|Romance
3.6579545454545452,2009.0,11.0,1320,276326238,Drama|Romance
3.1875,2007.25,11.0,8,146947672,Documentary
2.9545454545454546,2013.0,18.0,11,136485803,Comedy|Drama|Romance
3.4683544303797467,2006.6455696202531,10.0,79,335521342,Documentary
3.2,1987.0,43.0,5,151868094,Drama
3.8333333333333335,1975.0,10.0,3,98723491,Action|Comedy
2.75,2013.0,8.0,2,8795235,Comedy
2.5,1950.0,16.0,3,21574043,Animation
3.1766467065868262,1990.0,12.0,167,460180891,Comedy
3.5136363636363637,2018.0,17.0,110,4137149,Comedy
2.0,2007.0,17.0,1,0,Documentary
3.6875,2006.0,33.0,24,241045570,Comedy|Crime
3.7149122807017543,1997.0,32.0,114,439233561,Comedy|Drama
2.3333333333333335,1980.0,18.0,3,59929664,Action|Sci-Fi
2.25,2008.0,13.0,2,21256744,Comedy|Romance
2.75,1967.0,16.0,2,22167175,Western
3.0,2011.0,12.0,3,17565355,Documentary
3.0,1947.0,19.0,3,12927878,Animation
2.4444444444444446,2002.0,13.0,18,442117651,Drama
3.3333333333333335,2005.0,19.0,3,95126553,Children
2.7184684684684686,1999.0,16.0,444,593930308,Comedy|Drama
2.3333333333333335,2010.0,20.0,24,183632340,Comedy|Crime
3.746435100548446,2011.0,20.0,5470,225869898,Comedy|Drama|Romance
3.1223614775725594,2001.0,15.0,1516,543712070,Drama|Romance
2.875,2017.0,5.0,12,39909504,Animation|Comedy|Horror|Sci-Fi
4.0,1981.0,10.0,1,0,Comedy
3.375,2004.0,26.0,4,171688839,Comedy|Drama
3.75,2013.0,38.0,2,12441795,Documentary
3.4606060606060605,2009.0,8.0,165,272045698,Drama
3.2,1962.0,30.0,5,170862919,Sci-Fi
3.090909090909091,2015.0,16.0,33,78089572,Drama|Sci-Fi
2.826923076923077,1985.0,7.0,26,249380431,Comedy|Drama|Romance
2.1444444444444444,2000.1555555555556,8.0,45,561819781,Documentary
4.099638336347197,1989.0,17.0,2765,584317118,Animation|Comedy
2.5,2004.0,16.0,1,0,(no genres listed)
1.7727272727272727,1981.0,65.0,33,419538092,Comedy|Horror|Musical|Sci-Fi
2.5,1976.0,25.0,2,172535515,Drama|Horror|Mystery
3.266694146743611,1954.0,35.0,1213,568597793,Adventure|Horror|Sci-Fi
1.9166666666666667,1961.0,29.0,6,126902302,Comedy|Horror
2.0,2005.0,34.0,1,0,Horror
2.0,1967.0,23.0,1,0,Horror|Sci-Fi
2.25,1955.0,28.0,4,159634166,Crime|Horror|Sci-Fi
3.642233856893543,2015.0,5.0,1719,89449857,Drama
3.132591093117409,2010.5587044534414,5.0,494,304934069,Horror|Thriller
3.5229885057471266,2017.0,7.0,87,28888727,Comedy|Horror
3.0,2012.0,9.0,2,56269627,Horror
2.857142857142857,1977.0,22.0,7,29077282,Adventure|Horror|Thriller
2.859375,1973.0,19.0,32,431710473,Horror|Sci-Fi
1.2692307692307692,1964.0,44.0,13,120618584,Horror|Sci-Fi
1.8333333333333333,1987.0,11.0,3,16515603,Horror|Sci-Fi
3.213307240704501,1982.0,9.0,3066,596104317,Horror
2.7493765586034913,1987.0,11.0,802,593429289,Horror
1.8194444444444444,2006.0,11.0,36,223538689,Horror
3.22,2016.0,6.0,25,50277437,Thriller
3.1538461538461537,1999.0,11.0,13,179214179,Drama
3.090909090909091,2002.0,11.0,22,208818096,Drama
3.2142857142857144,1997.0,11.0,7,122628184,Drama|Musical
3.828125,1969.0,31.0,64,252809993,Comedy|Drama|Horror|Thriller
3.0,2009.0,10.0,1,0,(no genres listed)
2.5,1970.0,9.0,1,0,Horror|Thriller
2.0,2013.0,11.0,1,0,Drama|Thriller
2.3920863309352516,2000.3525179856115,9.0,278,558522901,Comedy
3.7474747474747474,1976.0,12.0,99,292489614,Drama
3.968019680196802,1972.0,39.0,813,544022431,Drama
3.5,2017.0,16.0,1,0,Documentary
1.0,1980.0,18.0,2,151040,Horror|Thriller
4.5,2018.0,18.0,2,2144949,Documentary
2.8,2011.0,17.0,10,174259173,Documentary
2.0,1972.0,10.0,1,0,(no genres listed)
3.4,1977.0,13.0,35,293476727,Action|Adventure|Comedy|Crime
3.0,2011.0,20.0,1,0,Documentary
3.26875,2003.0,11.0,80,430728692,Comedy|Crime
3.323529411764706,1993.0,25.0,102,466957048,Action|Crime|Drama
3.590909090909091,1965.2727272727273,10.0,22,293522207,Adventure|Comedy
2.8333333333333335,1989.0,10.0,6,156050023,Action|Film-Noir|Sci-Fi
3.268292682926829,1967.0731707317073,20.0,41,272171622,Crime|Drama
2.8858024691358026,2000.0,32.0,162,565668230,Comedy|Drama
3.0,1980.0,21.0,2,88587522,Comedy|Crime
2.5,1981.0,31.0,2,88587502,Comedy|Mystery|Thriller
3.375,2001.0,43.0,4,78101859,Comedy
3.3333333333333335,1956.0,20.0,3,42766700,Crime
3.38,2002.0,55.0,325,498774593,Drama|Romance
3.4761904761904763,1936.0,57.0,21,253957127,Comedy|Crime|Drama
3.0357142857142856,1958.0,16.0,14,253894282,Crime|Drama|Film-Noir
3.25,1965.0,25.0,2,62551305,Crime|Drama
2.75,1982.0,20.0,2,104203193,Comedy|Crime
1.1428571428571428,2017.0,6.0,14,21692972,Action|Drama
2.0,1976.0,12.0,1,0,Action|Crime|Thriller
3.75,2014.0,23.0,2,5259064,Comedy
4.0088189327974995,1989.0,23.0,4479,598899822,Comedy|Crime|Drama
2.2777777777777777,2004.0,17.0,9,216992223,Comedy
3.1344827586206896,1984.0,17.0,145,507480215,Drama|Romance|Thriller
2.4705882352941178,1970.0,20.0,17,109149577,Comedy|Sci-Fi
3.3823529411764706,1986.0,19.0,544,603842517,Comedy|Drama
1.5,2009.0,18.0,1,0,Action|Drama|Mystery|Thriller
1.625,1996.0,9.0,4,179607355,Thriller
3.0280898876404496,1985.0,9.0,89,466037759,Comedy|Crime
3.0,2013.0,22.0,1,0,Comedy|Crime|Drama
3.178500986193294,2009.6568047337278,8.0,507,442692503,Comedy|Drama
3.09375,2015.0,19.0,32,87754656,Crime|Drama|Thriller
3.3333333333333335,1931.0,18.0,3,156913450,Crime|Drama|Romance
2.8333333333333335,1946.0,14.0,3,61760602,Crime|Drama
3.5,1999.0,16.0,2,150962590,Drama
3.023076923076923,1988.0,12.0,65,533999033,Thriller
3.5652173913043477,1955.0,65.0,23,256561133,Comedy|Crime|Drama
2.9765625,1999.0,15.0,64,571667590,Crime|Drama|Romance|Thriller
2.75,1994.0,16.0,2,21149124,Crime|Mystery|Thriller
3.6666666666666665,1988.0,15.0,3,3509994,Comedy|Crime|Drama
3.25,1960.0,38.0,4,157344215,Crime|Drama
2.25,1975.0,17.0,8,73098438,Horror
0.5,1987.0,19.0,1,0,Horror
2.6666666666666665,1996.0,9.0,12,354655141,Documentary
3.64,2003.0,27.0,75,464687871,Drama
3.3214285714285716,1959.0,19.0,14,221625398,Crime|Mystery|Thriller
3.245158002038736,2015.0,12.0,981,95240146,Horror
3.7797619047619047,1983.0,32.0,84,159567336,Adventure|Comedy
3.7916666666666665,2011.0,32.0,12,110349958,Drama|Romance
3.60678391959799,1952.0,19.0,398,583716548,Adventure|Comedy
3.090551181102362,2004.0,98.0,254,421116659,Action|Crime|Thriller
3.47886690647482,2000.0,44.0,1112,542256203,Crime|Drama|Mystery|Thriller
3.7451930384556924,1995.0,12.0,26316,712154531,Drama|Thriller|War
3.4583333333333335,2008.0,43.0,12,228199452,Documentary
3.25,1975.0,15.0,2,2139357,Drama
3.53125,1981.0,59.0,16,118556898,Action|Adventure
2.888888888888889,1979.0,34.0,9,100717330,Action|Drama
3.3461538461538463,2008.0,33.0,52,281711340,Documentary
3.375,1950.0,6.0,4,119986120,Drama|Thriller
2.977272727272727,1946.0,13.0,22,204728422,Drama
3.4285714285714284,2013.0,32.0,7,52564741,Documentary
2.966666666666667,2016.0,20.0,15,60048892,Comedy
3.3,1963.0,40.0,5,98925660,Documentary
3.6392857142857142,1949.0,11.0,140,446969329,Crime|Drama|Film-Noir
2.826923076923077,1992.0,10.0,26,458139847,Drama
2.0,2016.0,32.0,1,0,(no genres listed)
2.609289617486339,1997.0,13.0,183,644030809,Comedy|Drama
2.227777777777778,1987.0,18.0,90,527161046,Comedy
3.3333333333333335,1961.0,25.0,3,68230271,(no genres listed)
2.7605405405405405,1986.0,8.0,925,543819090,Comedy|Sci-Fi
2.2815533980582523,1988.0,27.0,412,542638214,Comedy|Horror|Sci-Fi
1.9983443708609272,1991.0,10.0,302,540102628,Comedy|Sci-Fi
2.088709677419355,1991.0,10.0,62,305965517,Comedy|Horror|Sci-Fi
1.0,2011.0,9.0,1,0,Drama
1.15,2000.0,9.0,10,118358524,Horror|Thriller
3.1176470588235294,1996.0,16.0,17,232103982,Drama
3.12777581952767,1986.0,16.0,14185,622637009,Adventure|Comedy
2.5955459770114944,1988.0,19.0,6264,622630040,Action|Adventure|Comedy
2.2404223968565815,2001.0,31.0,2036,550013468,Comedy|Drama
2.368360277136259,2002.0,39.0,433,502238275,Adventure|Comedy
3.25,2005.0,32.0,2,533474,Comedy
3.3308823529411766,1970.0,8.0,68,413970021,Drama
3.225225225225225,1993.0,6.0,888,696028648,Drama|Horror
3.380830489192264,2013.0,11.0,1758,174365181,Adventure|Animation|Comedy
3.272727272727273,2012.0,14.0,11,180338736,Drama
3.15,2017.0,13.0,50,27275135,Mystery
3.263948497854077,1994.0,8.0,1398,710061286,Comedy|Drama
2.5,1962.0,16.0,2,68546266,Comedy|Crime
1.75,1969.0,19.0,2,78797685,Comedy
3.7884615384615383,1963.0,68.0,52,194610593,Action|Comedy|Crime
3.2704918032786887,2009.0,7.0,122,235145103,Documentary|Horror
2.5,2011.0,5.0,5,101857973,Action|Adventure|Fantasy|Sci-Fi
3.5677083333333335,1983.0,11.0,96,480489133,Drama
1.5,1971.0,13.0,1,0,(no genres listed)
3.1,1987.0,14.0,5,107179179,Comedy|Romance
3.7043847241867045,1977.0,13.0,707,586929456,War
3.25,1943.0,22.0,4,155319627,Drama|War
4.0,2009.0,37.0,1,0,Documentary
2.5,2016.0,12.0,1,0,Drama
3.657103825136612,1947.0,9.0,366,691837715,Crime|Film-Noir
3.5,2012.0,19.0,20,172141253,Documentary|Musical
2.875,2001.0,51.0,12,143522404,Action|Western
2.5,2005.0,29.0,1,0,Documentary
3.6415254237288135,1988.0,17.0,590,543355286,Comedy|Romance
3.170171339563863,1995.0,19.0,1284,712809958,Action|Crime|Drama|Thriller
3.196319018404908,2009.0,13.0,163,293340066,Drama
2.8333333333333335,2016.0,14.0,3,43677421,Action|Thriller
1.75,1992.0,19.0,2,2658859,Comedy|Drama
3.6805555555555554,2005.0,42.0,36,269480984,Documentary|Musical
2.5,1991.0,22.0,2,2424,Action|Crime|Drama
3.5,2006.0,17.0,2,4372354,Documentary
3.25,2000.0,13.0,14,147067815,Drama|War
1.8478260869565217,2006.0,9.0,23,239268017,Action|Drama
2.5,1969.0,9.0,2,1356226,Action|Thriller
2.1441696113074205,1998.7151943462898,10.0,1415,523476932,Comedy|Musical|Romance
1.25,1962.0,9.0,2,50331722,Crime
2.58,1997.0,11.0,25,250901644,Action|Comedy|Sci-Fi
3.8545029464514475,2000.0,48.0,31224,562740314,Action|Drama|Romance
2.9728682170542635,2016.0,48.0,129,82657242,Action|Adventure|Drama
3.7985175202156336,1998.0,8.0,2226,575595548,Crime|Drama
2.0,1952.0,11.0,1,0,Thriller
3.5139848543474654,1994.0,9.0,18091,712282511,Action|Crime|Fantasy|Thriller
1.98,2005.0,24.0,75,312677624,Action|Adventure|Fantasy|Thriller
2.8008403361344536,1996.0,25.0,4760,697979527,Action|Thriller
2.2758620689655173,2000.0,20.0,493,581565197,Action|Horror
2.625,1932.0,16.0,8,218845258,Action|Drama
3.697247706422018,1928.0,10.0,109,406045965,Drama
3.0,2017.0,13.0,9,31827799,Drama
3.5,2015.0,19.0,17,84337632,(no genres listed)
3.6470588235294117,1971.0,46.0,17,81566782,Action|Adventure|Children
3.5,1995.0,5.0,3,60012476,Drama
2.85,2014.0,13.0,10,61069584,Action|Drama
3.4743589743589745,2007.0,24.0,78,310698812,Action
3.5609756097560976,2009.0,30.0,41,277962658,Action
3.33,1949.0,34.0,50,648614965,Drama
2.6666666666666665,2012.0,9.0,6,82862909,(no genres listed)
2.25,2014.0,3.0,2,8443,(no genres listed)
2.5,1971.0,18.0,1,0,Drama|Horror
3.411172161172161,1996.0,13.0,2184,688874934,Drama
3.78,1954.0,45.0,25,276209051,Drama
3.423076923076923,2009.0,5.0,13,196460487,Documentary
2.99,1995.0,16.0,50,381194696,Drama|Romance
3.3214285714285716,2014.0,15.0,14,90914284,Sci-Fi|Thriller
3.3125,1964.0,42.0,8,147199190,Action|Crime|Thriller
3.294370316212758,1999.0,16.0,10942,618103803,Drama
2.464788732394366,2000.0,56.0,71,145293142,Comedy|Drama
2.5579710144927534,2004.0,18.0,69,224243727,Drama|Thriller
1.625,1995.0,10.0,4,22641260,(no genres listed)
3.6666666666666665,1984.0,35.0,87,444478635,Drama|Romance
3.433333333333333,1960.0,49.0,15,298776459,Drama
4.5,2016.0,12.0,1,0,Drama|Horror|Thriller
1.0,2013.0,10.0,1,0,Horror|Thriller
3.3214285714285716,2006.0,18.0,14,85369948,Crime|Drama
2.0,2005.0,11.0,1,0,Comedy|Horror|Thriller
2.75,1914.0,17.0,4,23004418,Comedy
3.875,2007.0,7.0,4,37696128,(no genres listed)
3.6685823754789273,1998.0,11.0,261,624015655,Documentary
2.8948412698412698,1980.0,8.0,252,534730654,Crime|Drama|Thriller
3.3333333333333335,2011.0,27.0,3,61943893,Animation|Documentary
3.9871696960439897,1994.0,5.0,6547,709952048,Documentary
3.357142857142857,2015.0,6.0,7,93917978,Adventure|Drama|Sci-Fi
3.111111111111111,2006.0,16.0,9,34364214,Adventure|Fantasy
2.8333333333333335,1935.0,13.0,3,245313261,Adventure|Drama|War
2.8521341463414633,2000.4420731707316,5.0,328,518490589,Comedy|Romance
3.0,2008.0,15.0,2,42470267,Comedy
2.4583333333333335,2015.0,15.0,12,67944813,Comedy|Horror|Thriller
2.654871794871795,1993.0,10.0,975,572472864,Thriller
3.75,1967.0,21.0,4,166072478,Romance
3.5,2000.0,13.0,1,0,Drama|Horror
3.8265007320644218,1987.0,11.0,683,557607024,Drama
3.25,2008.0,14.0,2,73386906,(no genres listed)
2.375,1958.0,11.0,4,58184278,Crime|Film-Noir|Thriller
4.5,1971.0,10.0,1,0,(no genres listed)
2.4,1987.0,14.0,10,10242340,Adventure|Children|Fantasy
3.375,1947.0,8.0,8,180211957,Crime|Drama|Mystery|Thriller
3.4528535980148884,1988.0,18.0,403,588220628,Drama
2.0,1956.0,19.0,4,152923880,Crime|Drama|Film-Noir
3.5,2004.0,40.0,1,0,Crime|Thriller
3.0,1974.0,19.0,1,0,Crime|Drama
2.8,1970.0,18.0,10,218178061,Horror
3.7142857142857144,1948.0,15.0,7,115769097,Crime|Drama
3.0,1953.0,17.0,1,0,Crime|Thriller
2.94,2009.0,19.0,25,236527141,Drama|Thriller
1.5,1975.0,11.0,1,0,Western
3.5869565217391304,1957.0,20.0,23,285224280,Drama
3.6471518987341773,1994.863924050633,24.0,948,690309023,Drama
3.362249761677788,1990.0,8.0,1049,425460780,Comedy|Musical|Romance
2.8780487804878048,2005.0,26.0,287,410351903,Drama|Horror|Mystery|Thriller
3.5789473684210527,2005.0,11.0,19,76176462,Drama
3.213375796178344,1995.0,14.0,157,471246580,Action|Crime|Thriller
3.637890307817229,1992.0,16.0,13547,694278534,Drama|Romance|Thriller
3.6,2004.0,77.0,5,90509305,Drama|Romance
2.4,2001.0,23.0,5,15171149,Comedy
3.0,1964.0,20.0,1,0,Horror
3.375,1943.0,17.0,4,142689780,Comedy
3.1025641025641026,2013.0,43.0,78,151596526,Adventure|Comedy
3.5,1986.0,13.0,2,7119837,Drama|Romance
3.725,2013.0,62.0,20,129865200,Documentary|Horror
5.0,2018.0,12.0,1,0,Comedy
5.0,2008.0,7.0,1,0,Documentary
4.5,1997.0,9.0,2,1822591,Comedy
4.0,2001.0,33.0,2,1822703,Comedy
3.5,1980.0,9.0,2,2353024,(no genres listed)
2.6153846153846154,2007.0,7.0,26,231152530,Drama|Thriller
3.5,2007.0,6.0,2,252918,(no genres listed)
2.5,1970.0,12.0,1,0,(no genres listed)
2.6515151515151514,2014.0,3.0,33,99664600,Adventure|Horror
2.89,1979.0,4.0,50,504860337,Action|Adventure|War
3.25,2017.0,22.0,2,20372690,Documentary
3.154255319148936,2014.0,10.0,94,141866689,Comedy
0.5,1959.0,17.0,1,0,(no genres listed)
3.5909655001241,1997.0,4.0,8058,632742486,Horror|Mystery|Sci-Fi|Thriller
2.951496388028896,2002.0,17.0,969,306062329,Horror|Mystery|Sci-Fi
3.107260726072607,2004.0,9.0,909,381181686,Horror|Mystery|Sci-Fi|Thriller
3.2777777777777777,2011.0,32.0,9,101323535,Comedy|Drama
2.75,1998.0,13.0,6,184541330,Thriller
2.5,1986.0,48.0,1,0,Drama|War
3.852772466539197,2002.0,22.0,523,478735715,Comedy|Drama|War
2.8333333333333335,1980.0,40.0,3,194211707,Drama
3.1666666666666665,1993.0,22.0,6,63617579,Comedy|Drama
2.7631699496106275,1983.0,4.0,2183,636425821,Horror|Thriller
3.0,2016.0,10.0,1,0,Drama|Mystery
3.6455026455026456,1966.0,10.0,189,375954404,Comedy|Crime|Drama|Thriller
3.5,1976.0,28.0,1,0,Comedy
3.8076923076923075,1964.0,33.0,13,210648240,Documentary|Drama|War
2.3425925925925926,2017.0,14.0,54,30847676,Horror|Thriller
3.3,1955.0,17.0,5,142791240,Horror
3.5588235294117645,2014.0,17.0,34,110928154,Documentary
4.5,2016.0,11.0,1,0,Romance
1.5,2005.0,15.0,1,0,Horror
3.6193633952254642,1999.0,17.0,377,588538322,Comedy
3.5555555555555554,2013.0,8.0,9,93985868,Comedy
2.5,1997.0,5.0,2,1738062,(no genres listed)
3.75,2011.0,13.0,2,10928724,Comedy
2.0,2005.0,9.0,3,75994542,Horror
3.0,2010.0,10.0,4,86196429,(no genres listed)
3.0968468468468466,1996.0,7.0,222,692852448,Crime
3.4851851851851854,1997.0,4.0,270,532766440,Crime|Horror|Thriller
3.25,1966.0,38.0,4,189157734,Comedy|Crime|Romance
5.0,2011.0,37.0,1,0,Documentary
3.59985935302391,1993.1350210970463,9.0,711,698300980,Drama
2.75,2014.0,25.0,4,53363739,Mystery|Thriller|War
3.5,1945.0,10.0,1,0,Animation
3.78125,2012.0,6.0,32,102351124,Drama
4.5,2006.0,23.0,1,0,Drama|Mystery
3.3333333333333335,2006.0,24.0,24,268416237,Comedy
3.6050976038486446,2008.0,36.0,10809,307697458,Drama|Fantasy|Mystery|Romance
3.0014084507042256,2006.0,14.0,355,396911333,Adventure|Animation|Children|Comedy
2.727272727272727,2009.0,37.0,11,93233662,Animation|Children
2.5,2009.0,39.0,4,9854549,Animation|Children
2.0,2011.0,12.0,1,0,Comedy
2.477203647416413,1991.0,9.0,658,478603214,Comedy|Drama
3.2142857142857144,1935.0,9.0,14,197276624,Children|Musical|Romance
3.0,1963.0,7.0,2,546416,(no genres listed)
3.25,1990.0,16.0,4,73368944,Action|Comedy
2.751677852348993,2013.0,32.0,149,156614018,Horror|Thriller
3.207516339869281,1957.0,26.0,306,599733963,Horror
3.25,1999.0,24.0,20,161060962,Documentary|Horror|Thriller
3.3197674418604652,1944.0,28.0,86,310872766,Drama
2.9,1968.0,26.0,5,43767548,Horror|Mystery
3.5659722222222223,1957.0,39.0,144,303972824,Fantasy|Horror|Mystery
3.0,1958.0,25.0,1,0,Adventure|Horror|Sci-Fi
4.0,1965.0,16.0,2,10680250,Horror|Sci-Fi
3.4421128798842258,2006.0,60.0,691,363195583,Action|Drama
2.5,2005.0,48.0,1,0,Documentary
3.2288135593220337,2001.0,31.0,1416,539250414,Comedy
3.1666666666666665,1974.0,67.0,3,13997190,Horror
3.5,2016.0,30.0,2,28313787,Documentary
2.0,2018.0,16.0,2,35459,Horror
4.5,1956.0,44.0,1,0,Drama|Fantasy|Thriller
2.6797752808988764,1983.0,25.0,89,286548899,Comedy|Crime|Mystery
1.8641304347826086,1998.0,55.0,184,575439687,Horror|Sci-Fi|Thriller
3.075,2004.0,41.0,20,143357385,Action|Adventure|Drama|Fantasy
3.5,1959.0,19.0,2,5626023,Horror|Western
2.7241379310344827,1961.0,26.0,29,283482835,Drama|Horror|Romance
2.0833333333333335,2015.0,26.0,6,51567590,Horror
2.02,1987.0,28.0,50,534079317,Horror|Sci-Fi
2.4835443037974683,2005.0,6.0,395,426548701,Horror|Thriller
2.5,2015.0,7.0,4,2404248,Horror|Mystery|Sci-Fi
2.357142857142857,1998.0,12.0,7,81716889,Romance|Sci-Fi
2.4285714285714284,1983.0,8.0,14,56106228,Crime|Horror|Thriller
3.1904761904761907,1995.0,14.0,42,332660013,Comedy|Drama
4.5,2016.0,7.0,1,0,Documentary
2.2,2017.0,9.0,5,15261527,Drama|Sci-Fi
2.9571428571428573,2015.0,5.0,35,89935044,Horror|Thriller
2.88,1998.0,29.0,25,271147842,Comedy|Drama|Mystery|Romance|Thriller
4.1,2018.0,7.0,5,14654505,Drama
2.3076923076923075,2001.5384615384614,3.0,13,249560709,Comedy|Horror|Mystery|Thriller
2.858695652173913,2014.0,8.0,46,104452915,Thriller
2.6666666666666665,2008.0,9.0,3,35746248,(no genres listed)
2.0,2017.0,14.0,1,0,Action|Horror|Thriller
3.2777777777777777,2015.0,9.0,9,39545123,(no genres listed)
1.8,1985.0,32.0,5,108236808,Adventure|Horror|Thriller
3.5,2015.0,26.0,2,5761726,Documentary
2.0,2014.0,4.0,1,0,Horror|Mystery|Thriller
3.3333333333333335,1972.0,37.0,9,181243759,Crime|Thriller|Western
2.5,2000.0,7.0,3,63128628,Action|Thriller
3.0,1980.0,9.0,2,76112170,Drama|Romance
3.0,2015.0,18.0,1,0,Comedy|Romance
2.9166666666666665,2004.0,11.0,6,45261483,Action
3.2162162162162162,2013.0,19.0,37,146444985,Documentary
2.75,2009.0,41.0,2,29473661,Comedy
3.4898785425101213,1981.0,12.0,247,573907154,Drama|Thriller
2.0,2005.0,11.0,4,87430105,Action|Drama|Thriller
2.730976537729867,1995.0,16.0,3154,714882701,Action|Adventure|Romance
2.5714285714285716,1989.0,13.0,7,65581472,Comedy|Horror|Mystery|Thriller
3.363581730769231,1992.0,17.0,1664,587879038,Comedy|Drama|Romance
3.689655172413793,2006.0,37.0,29,142990721,Comedy|Drama|Romance
3.5,2004.0,45.0,21,152164217,Documentary
3.0,1981.0,16.0,1,0,Comedy
3.5,2013.0,7.0,1,0,Drama
3.9375,1990.0,19.0,8,96708732,Action|Animation|Crime|Horror|Sci-Fi
1.875,2005.0,32.0,4,49414807,Drama
2.5,2004.0,10.0,2,41848,Action|Drama|Sci-Fi|Thriller
0.5,1994.0,12.0,1,0,Action|Sci-Fi
3.1770833333333335,2012.4583333333333,10.0,96,225335625,Drama
1.75,1995.0,28.0,2,853806,Action|Sci-Fi
2.3006279434850865,1989.0,6.0,637,543511615,Action|Sci-Fi
2.3260869565217392,1993.0,22.0,23,118422069,Action|Sci-Fi|Thriller
1.75,1995.0,22.0,2,31336563,Action|Sci-Fi
2.75,1993.0,10.0,2,7535600,Action|Sci-Fi
2.0,1994.0,13.0,2,46634864,Action|Sci-Fi
2.0,1995.0,14.0,1,0,Action|Sci-Fi|Thriller
3.59375,2008.0,39.0,32,291142028,Action|Comedy|Romance|Sci-Fi
1.625,2016.0,8.0,4,64585858,Action|Horror
2.5,2004.0,42.0,1,0,Horror
3.347826086956522,2013.0,43.0,23,153455933,Comedy|Drama
3.5261194029850746,1995.0,15.0,268,696249208,Crime|Drama
